,Tweet Posted Time (UTC),Tweet Content,Tweet Location
4285,2020-03-28,Bhai mahamari me tum mobile lekar Twitter kyu khel rhe ho.... Shame on such audience... You should watch @DDNational all day to learn how to fight with Covid 19.,Ahmedabad
4286,2020-03-28,COVID-19 : Corona has saved about 850 Road Traffic Accidents per day. COVID-19 Team,Ahmedabad
4287,2020-03-28,LATEST UPDATES * COVID-19 updates as on 28.03.2020 at 3 AM * Active Cases: *748* Cured/Discharged/Migrated cases: *67* Death cases: *19* * Please stay at home and comply with lockdown guidelines thank you @narendramodi govt for proactive measures #CoronaUpdate,Ahmedabad
4288,2020-03-28,Some time I feel that #corona is a vaccine and human is a #virus. This is their contribution to COVID relief. May #COVID take care of such people,Ahmedabad
4289,2020-03-28,#somefun #dance and spread awareness #covid_19 #IndiaFightsCorona Dance on the tunes and stay home #staysafe @Ahmedabad  India https://www.instagram.com/p/B-RDT42Jft1XmQKXvxvomLIdmaStIC2e2r9Oww0/?igshid=18n9f91tb9sea,Ahmedabad
4290,2020-03-28,@magicbricks please extended package 30 days @OLX_India also give this facility. Due to covid 19.,Ahmedabad
4291,2020-03-28,Covid will be cleared soon...,Ahmedabad
4292,2020-03-28,Please take action against such sarpanch who dare to extract money by issuing false notices and by doing so falsify the Central and State Govt's advisory on #COVID2019india . Pls take strict action. #COVID #CoronaLockdown #coronavirusindia #kheda #Gujarat #IndiaFightsCorona,Ahmedabad
4293,2020-03-28,Visit our Instagram page to see Rumours V/S Facts About Covid -19 Instagram id:- Lifeline Fitness Gym Stay safe Stay informed - #home #stayhome #satyhealthy #safty #information #rumours #vs #facts #about #covıd19 #staysafe,Ahmedabad
4294,2020-03-28,India having world's best doctors but very poor health care services.Need to learn from Singapore health care system.We don't need arms & missiles  we need best hospitals & learned medical staff.Hope we will learn. @PMOIndia @ArvindKejriwal #COVID #doctors,Ahmedabad
4295,2020-03-28,Hey @Divya_Bhaskar y news paper not upload to your application. I stop to use hard copy coz if our distributor have covid-19 than it's possible to spread.... Stop all newspaper distribution... @WHO @CMOGuj @PMOIndia @JayantiRavi,Ahmedabad
4296,2020-03-28,Some time I feel that #corona is a vaccine and human is a #virus. This is their contribution to COVID relief. May #COVID take care of such people ,Ahmedabad
4297,2020-03-28,@BajrangdalOrg @vhporg Food distribution in Ahmedabad covid-19 Bajarang dal president jwalit Mehta until lockdown nd daily 2000 needy persons!! ,Ahmedabad
4298,2020-03-28,Modiji on 14th April Stay at home  Be Safe! #supportlockdown #lockdown #indiafightscorona #workfromhome @Ahmedabad  India https://www.instagram.com/p/B-SnXTNh7_Y/?igshid=o2qxbg73579k,Ahmedabad
4299,2020-03-28,All India is supporting Lockdown but only Delhi Government is failing to manage such simple things! They don’t want to work  they are now bigger problem for India.. wish @AmitShah should take proper action against all @AamAadmiParty leaders who created such situation..,Ahmedabad
4300,2020-03-28,This is deliberately made situation! Those who are flag barrier of #AAP should all held responsible for such mismanagement n creating panic in such pandemic lockdown.. Delhi Government is worst! ,Ahmedabad
4301,2020-03-28,Relief measures should have come before lock down announcement. #lockdown #Corona,Ahmedabad
4302,2020-03-28,@ChouhanShivraj Honorable Sir my tweet for ur citizens of MP who have lives in other states likes Gujarat  Maharashtra &amp; etc  Sir I request u to arrange the transportation in critical situation due to Lock Down please Sir take some steps infavor of ur citizens for go back to home,Ahmedabad
4303,2020-03-28,@ArvindKejriwal Same on u madam what dirty politics and sense of humour u all have. Really disappointed. Govt has already given for lockdown now it's u &amp; me who hv to follow &amp; if u want to break chain ur wish. Police even can't charge. Think before writing,Ahmedabad
4304,2020-03-28,The most vulnerable situation arose due to the unplanned lockdown. #MigrantsOnTheRoad #CoronaLockdown,Ahmedabad
4305,2020-03-28,Lockdown was to keep ppl where they are not to scare &amp; make them flee.This is medical emergency not the tym to play ur dirty poltics.@HMOIndia pl probe if the allegations that #DelhiGovernment criminally sent these migrants packing in large numbers are true &amp; punish the culprits.,Ahmedabad
4306,2020-03-28,The most vulnerable situation arose due to the unplanned lockdown.,Ahmedabad
4307,2020-03-28," "" protect your self and others "" . "" stay home stay safe "" . @inficoders_technolab . #inficoders_technolab #knowledgevalley #coronamemes #21daychallenge #21daylockdown #lockdown #memes #digitalmarketingtips #socialdistancing #onlinemarketing #onlineeducation #workathome",Ahmedabad
4308,2020-03-28,@narendramodi @AmitShah @PMOIndia @rajnathsingh please please please take some step agaisnt this.. this is not acceptable sir. We have not been out of our home since last 8 days and these guys r roaming freely inspite of #LockDown . Kare koi aur bhugte koi. @ZeeNews @indiatvnews,Ahmedabad
4309,2020-03-28,Unprecedented crisis. Questions must be raised as to why this issue was not taken into account before announcing lockdown ? ,Ahmedabad
4310,2020-03-28,It's really scary as daily wedges workers want to move to their villages from Delhi and no transportation is available #lockdown #Delhi,Ahmedabad
4311,2020-03-28,"Dear @tomhanks Saw ""Magnificent desolation"" in IMAX just before lockdown began. And during home lock down watching: Da Vinci Code Angels and Demons Patch Adams Apollo 13 24 Just completed first 2 and I realised the co-incidence of being together with you. Get well very soon...",Ahmedabad
4312,2020-03-28,I personally don't support communist party like china and north korea.. But this time our government should do like that to stop social gathering. Why some nonsense people not understand #StayHomeSaveLives #lockdown @AmdavadAMC,Ahmedabad
4313,2020-03-28,Yes  that’s why we even started Laravel online meet-up series and today 150 developers enjoyed and did blast on Instagram with their status and had fun with knowledge sharing. Best way is to be motivated as we are also lockdown strict like curfew for 3 weeks.,Ahmedabad
4314,2020-03-28,Let's generate some Positivity and fitness in this COVID 19 lockdown... The Game is *Workout in Lockdown* Actions: 1st action- Daily workout and post workout the Photo with the caption for the same with… https://www.instagram.com/p/B-R0v8_HO2x/?igshid=7e056jnc63gu,Ahmedabad
4315,2020-03-28,You are the best sir Thank you @akshaykumar #Covid_19 #coronaupdatesindia #CoronaCrisis #lockdown @PMOIndia @narendramodi,Ahmedabad
4316,2020-03-28,@AhmedabadPolice around 30 peoples are playing cricket behind Godrej garden city play ground. Do something as we are in lockdown phase and these nonsense are violating,Ahmedabad
4317,2020-03-28,I think I am losing my mind! #IndiaFightsCorona #lockdown #parthbharatthakkar #parthmusictiktok,Ahmedabad
4318,2020-03-28,Showing the Old @DDNational Shows of #Ramayan &amp; #Mahabhart once again  it's remind same as old days of our Childhood. During the time of lockdown old frame are recreate with new tract who can encourage for counter this steady days. Quarantine Day 7 #Ramayana #SaturdayMotivation,Ahmedabad
4319,2020-03-28,Its day 4 of #lockdown &amp; I am finding my mojo back. #StayAtHome,Ahmedabad
4320,2020-03-28,@CollectorAhd how to get lockdown pass for grocery shop..please guide.@AhmedabadPolice @AhdTraffic @RjDhvanit,Ahmedabad
4321,2020-03-28,@CMOGuj @vijayrupanibjp @PMOIndia Respected Sir I m Vikas Jindal from Indore  staying in Adalaj   due lock down we r unable to go our home   financially NOW we r I'll   so if u have any facility pleas I WANT to GO my home INDORE (MP) PLEASE DO NEEDFUL,Ahmedabad
4322,2020-03-28,@PiyushGoyal unnecessary lock down. Immediately needs huge hospital at Ahmadabad Govt hospital up to date doctor and nurses. Maninagar is the worst place in India.,Ahmedabad
4323,2020-03-28,@PiyushGoyal immediately lock down quit and start railway service  huge loss of human transport system.,Ahmedabad
4324,2020-03-28,A complete homemade cake during this #lockdown on my son's birthday. Wishing you a very happy birthday @AkshayeOfficial @IChitrangda. Sharing this special cake with you too!,Ahmedabad
4325,2020-03-28,announce it properly and loudly on all Delhi Borders.. Ask your officers to announce it through Rickshaw or some vehicle. Poors are not on tweeter  they are on roads.... pls do it immediately otherwise Delhi will be in trouble and so India is. #lockdown #StayHome,Ahmedabad
4326,2020-03-28,In current lockdown situation to prevent COVID 19#With great initiative by commissioner AMC and of HN SAFAL &amp; other developers today appx 8000 kit consists of milk &amp;grocery to slum dweller#kudos team AMC @vnehra @cmo @pmo @collectorahmedabad @udd @policecommissinor @urbandevement,Ahmedabad
4327,2020-03-28,Amazing experience during national lockdown! That’s called Spirit Kudos to @LaravelAhm for taking this initiative @LaraconOnline is an inspiration ,Ahmedabad
4328,2020-03-28,@nsitharaman @PMOIndia @narendramodi Hi Good to see EMIs put on hold for 3 months Please HELP for peoples who live on RENT My rent is 7500 &amp; income is 00 as its lockdown and i work as private gold kundan work labour  its hard to manage even for grocery  please HELP!,Ahmedabad
4329,2020-03-28,Roses are Red  Sky is blue  Ghar baith Varna Mar jayega re tu! #CoronaLockdown #CoronaAhmedabad #Lockdown21 #lockdown #StayHomeStaySafe #COVID2019india #COVID #LockdownHouseParty,Ahmedabad
4330,2020-03-28,@PMOIndia Hello sir  Lockdown is a great way to control corona epidemic but 21 days wont suffice. Request you to continue the lockdown for 2-3 mnths. It will affect many but thats the only option  precaution is better than cure. Only post june everything might start calming down.,Ahmedabad
4331,2020-03-28,Cops have to do tough policing to stop this kind smuggling. Take lockdown seriously. Citizens are requested to stay home   stay safe. #Lockdown21 #fightagainstcorona,Ahmedabad
4332,2020-03-28,Feels wonderdul to relive the Indian Mythological Classics #Ramayan and #Mahabharat without a break! Almost 2 hours of entertainment and learnings for everyone everyday in the middle of this #lockdown ! @prasarbharati @PrakashJavdekar #IndiaFightsCoronavirus,Ahmedabad
4333,2020-03-28,LATEST UPDATES * COVID-19 updates as on 28.03.2020 at 3 AM * Active Cases: *748* Cured/Discharged/Migrated cases: *67* Death cases: *19* * Please stay at home and comply with lockdown guidelines thank you @narendramodi govt for proactive measures #CoronaUpdate,Ahmedabad
4334,2020-03-28,Toast with butter. Nuts. Mashed potatoes. Oats with milk. Breakfast. Mum's not doing so well. I decide to make #breakfast. Dad decides to take Buddy for a walk. I'm at a loss because the usual stuff is not available in the kitchen thanks to a #pandemic caused #lockdown. I still ,Ahmedabad
4335,2020-03-28,True! More so when WHO has warned that lockdown is not the solution  it's the first step - then identify and test  test &amp; test to isolate and treat.,Ahmedabad
4336,2020-03-28,Tough times! Cops serving the citizens in lockdown. #CoronaLockdown #cops #ReadyToServeTheNation #FightingCoronavirus @GujaratPolice @AhmedabadPolice @CMOGuj,Ahmedabad
